ak_plant_id,eia_plant_id,pce_reporting_id,plant_name,operator_ak_operator_id,eia_operator_id,operator_operator_name,intertie_current_intertie_id,intertie_current_intertie_name,combined_heat_power,grid_primary_voltage_kv,grid_primary_voltage2_kv,phases,latitude,longitude,notes
P96,,331685.0,Teller,AK-OP-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,False,7.2,,3.0,65.26361,-166.36083,
P96,,332620.0,Teller,AK-OP-006,221.0,Alaska Village Electric Cooperative,085-0000,Teller_grid,False,7.2,,3.0,65.26361,-166.36083,
P48,7374.0,331270.0,Brevig Mission,AK-OP-006,221.0,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,False,12.5, ,3.0,65.331716,-166.479506,
P48,60260.0,331270.0,Brevig Mission,AK-OP-006,221.0,Alaska Village Electric Cooperative,039-0000,Brevig Mission_grid,False,12.5, ,3.0,65.331716,-166.479506,
P234,,332520.0,Rampart,AK-OP-079,,Rampart Village Council,177-0000,Rampart_grid,False,7.2,,3.0,65.505,-150.17,
P145,,331830.0,Central,AK-OP-139,,Gold Country Energy,116-0000,Central_grid,True,7.2,,3.0,65.5725,-144.80306,
P98,6351.0,331730.0,Wales,AK-OP-006,221.0,Alaska Village Electric Cooperative,090-0000,Wales_grid,False,7.2,,3.0,65.60917,-168.0875,
P85,6320.0,331370.0,Huslia,AK-OP-006,221.0,Alaska Village Electric Cooperative,051-0000,Huslia_grid,True,7.2,,3.0,65.69861,-156.39972,
P135,,331930.0,Diomede,AK-OP-028,,Diomede Joint Utilities,110-0000,Diomede_grid,False,0.48,,3.0,65.758611,-168.953056,
P124,,331900.0,Circle,AK-OP-025,,Circle Electric Utility,106-0000,Circle_grid,False,2.4,,3.0,65.82556,-144.06056,
P113,,331820.0,Buckland,AK-OP-016,,"Buckland, City of",099-0000,Buckland_grid,True,7.2,,3.0,65.97972,-161.12306,
P246,,332570.0,Stevens Village,AK-OP-081,,Stevens Village Ira Council,181-0000,Stevens Village_grid,True,7.2,,3.0,66.00639,-149.09083,
P160,,332030.0,Hughes,AK-OP-038,,Hughes Power & Light,120-0000,Hughes_grid,True,7.2,,3.0,66.04889,-154.25556,
P169,,332060.0,Deering,AK-OP-042,,Ipnatchiaq Electric Company,130-0000,Deering_grid,True,7.2,,3.0,66.07497,-162.71274,
P71,6345.0,331640.0,Shishmaref,AK-OP-006,221.0,Alaska Village Electric Cooperative,081-0000,Shishmaref_grid,False,12.5, ,3.0,66.255072,-166.073589,
P112,,331810.0,Birch Creek,AK-OP-015,,Birch Creek Electric Company,098-0000,Birch Creek_grid,False,7.2,,,66.25619,-145.84967,
P111,,331790.0,Beaver,AK-OP-013,,Beaver Joint Utilities,097-0000,Beaver_grid,True,7.2,,3.0,66.35944,-147.39639,
P30,7750.0,331050.0,Allakaket,AK-OP-005,219.0,Alaska Power & Telephone Company,005-0000,Allakaket_grid,True,7.2,,,66.56261,-152.64756,
P154,7174.0,332020.0,Gwitchyaa Zhee,AK-OP-037,7833.0,Gwitchyaa Zhee Utilities Company,119-0000,Fort Yukon_grid,True,4.16, ,3.0,66.566287,-145.253052,
P70,6341.0,331610.0,Selawik,AK-OP-006,221.0,Alaska Village Electric Cooperative,078-0000,Selawik_grid,True,12.5, ,3.0,66.606778,-160.014808,
P114,,331840.0,Chalkyitsik,AK-OP-019,,Chalkyitsik Village Council,100-0000,Chalkyitsik_grid,True,7.2,,3.0,66.65444,-143.72222,
P63,6330.0,331510.0,Noorvik,AK-OP-006,221.0,Alaska Village Electric Cooperative,067-0000,Noorvik_grid,True,12.5, ,3.0,66.834519,-161.038717,
P189,6304.0,332130.0,Kotzebue,AK-OP-048,10451.0,Kotzebue Electric Association,135-0000,Kotzebue_grid,True,7.2, ,3.0,66.837778,-162.556944,
P72,6346.0,331650.0,Shungnak,AK-OP-006,221.0,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,True,13.47, ,3.0,66.888114,-157.140206,
P72,57063.0,331650.0,Shungnak,AK-OP-006,221.0,Alaska Village Electric Cooperative,149-1980,Shungnak_grid,True,13.47, ,3.0,66.888114,-157.140206,
P31,7176.0,331060.0,Bettles,AK-OP-005,219.0,Alaska Power & Telephone Company,007-0000,Bettles_grid,False,2.4,,3.0,66.91788,-151.51513,
P55,6323.0,331400.0,Kiana,AK-OP-006,221.0,Alaska Village Electric Cooperative,057-0000,Kiana_grid,True,12.5, ,3.0,66.973889,-160.428592,
P270,,332880.0,Venetie,AK-OP-100,,Venetie Village Electric,197-0000,Venetie_grid,True,7.2,,3.0,67.01389,-146.41861,
P46,6556.0,331250.0,Ambler,AK-OP-006,221.0,Alaska Village Electric Cooperative,035-0000,Ambler_grid,True,12.5, ,3.0,67.08798,-157.856719,
P46,60243.0,331250.0,Ambler,AK-OP-006,221.0,Alaska Village Electric Cooperative,035-0000,Ambler_grid,True,12.5, ,3.0,67.08798,-157.856719,
P62,6331.0,331500.0,Noatak,AK-OP-006,221.0,Alaska Village Electric Cooperative,066-0000,Noatak_grid,True,13.47, ,3.0,67.570931,-162.965728,
P62,57051.0,331500.0,Noatak,AK-OP-006,221.0,Alaska Village Electric Cooperative,066-0000,Noatak_grid,True,13.47, ,3.0,67.570931,-162.965728,
P56,6324.0,331410.0,Kivalina,AK-OP-006,221.0,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,True,13.47, ,3.0,67.726644,-164.538447,
P56,57065.0,331410.0,Kivalina,AK-OP-006,221.0,Alaska Village Electric Cooperative,058-0000,Kivalina_grid,True,13.47, ,3.0,67.726644,-164.538447,
P216,7487.0,332350.0,Anaktuvuk Pass,AK-OP-067,26616.0,North Slope Borough Power & Light,160-0000,Anaktuvuk Pass_grid,False,4.16, ,3.0,68.13795,-151.741017,
P220,7485.0,332390.0,Point Hope,AK-OP-067,26616.0,North Slope Borough Power & Light,164-0000,Point Hope_grid,True,4.16, ,3.0,68.348424,-166.737211,
P221,7486.0,332400.0,Point Lay,AK-OP-067,26616.0,North Slope Borough Power & Light,165-0000,Point Lay_grid,True,4.16, ,3.0,69.740833,-163.005833,
P218,7483.0,332370.0,Kaktovik,AK-OP-067,26616.0,North Slope Borough Power & Light,162-0000,Kaktovik_grid,False,4.16, ,3.0,70.125617,-143.619033,
P255,58117.0,,TNSG South Plant,AK-OP-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,False,12.47,4.16,3.0,70.2,-148.466667,
P219,7484.0,332380.0,Nuiqsut,AK-OP-067,26616.0,North Slope Borough Power & Light,163-0000,Nuiqsut_grid,False,4.16, ,3.0,70.220565,-150.993492,
P254,58278.0,,TNSG North Plant,AK-OP-117,19277.0,TDX North Slope Generating Company,224_0000,Deadhorse_grid,False,12.47,4.16,3.0,70.235278,-148.383611,
P217,7482.0,332360.0,Atqasuk,AK-OP-067,26616.0,North Slope Borough Power & Light,161-0000,Atqasuk_grid,False,4.16, ,3.0,70.4826,-157.4252,
P222,7488.0,332410.0,Wainwright,AK-OP-067,26616.0,North Slope Borough Power & Light,166-0000,Wainwright_grid,True,12.47, ,3.0,70.642877,-160.020461,
P110,7173.0,,Barrow,AK-OP-134,1276.0,Barrow Utilities & Electric Cooperative Inc.,221-0000,Utqiagvik_grid,False,4.16, ,3.0,71.292,-156.7786,
P37,7249.0,331140.0,Hollis,AK-OP-005,219.0,Alaska Power & Telephone Company,023-2015,Prince of Wales Is._grid,False,2.4,,3.0,55.4907236107094,-132.661800976245,
P81,,331950.0,Ekwok,AK-OP-006,221.0,Alaska Village Electric Cooperative,208-0000,Ekwok_grid,False,7.2,,3.0,59.3465009487317,-157.4800095591,
P92,,331560.0,Pitkas Point,AK-OP-006,221.0,Alaska Village Electric Cooperative,075-2020,Saint Mary's_grid,False,7.2,,,,,
P99,6321.0,331430.0,Lower Kalskag,AK-OP-006,221.0,Alaska Village Electric Cooperative,052-2005,Upper Kalskag_grid,False,,,3.0,,,
P106,,331770.0,Arctic Village,AK-OP-010,,Arctic Village Electric Company,094-0000,Arctic Village_grid,True,7.2,,3.0,68.1211772033847,-145.569789621621,
P117,,331880.0,Chignik Lake,AK-OP-022,,Chignik Lake Electric Utility,103-0000,Chignik Lake_grid,True,7.2,,3.0,56.2534083888044,-158.763900739448,
P118,,331860.0,Chignik Bay,AK-OP-021,,"Chignik, City of",104-0000,Chignik_grid,True,7.2,,3.0,56.2950315450438,-158.388352783466,
P125,,331910.0,Clark's Point,AK-OP-026,,"Clark's Point, City of",107-0000,Clark's Point_grid,True,7.2,,3.0,58.8318473223322,-158.544725771833,
P179,,332090.0,Kobuk,AK-OP-045,,Kobuk Valley Electric Company,149-1980,Shungnak_grid,False,7.2,,3.0,66.9066498426536,-156.882397358049,
P208,,332290.0,Napakiak,AK-OP-060,,Napakiak Ircinraq,034-1988,Bethel_grid,False,7.2,,3.0,60.693487956253,-161.972590383694,
P214,,332330.0,Nikolai,AK-OP-065,,"Nikolai, City of",158-0000,Nikolai_grid,False,7.2,,3.0,63.0107315967436,-154.383374641312,
P269,,,Ivanof Bay,,,,,,False,7.2,,,,,
P104,,,AWWU Conduit,,,,215-1985,Railbelt_grid,False,115.0,,3.0,,,
P152,,,GVEA Solar Farm,AK-OP-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,False,,,3.0,,,
P166,7467.0,332660.0,Chilkat Valley,AK-OP-041,18963.0,Inside Passage Electric,032-1998,UpperLynnCanal_grid,False,,,3.0,,,
P167,,332700.0,Klukwan,AK-OP-041,,Inside Passage Electric,032-1998,UpperLynnCanal_grid,False,,,3.0,,,
P168,,,10 Mile Creek,AK-OP-041,18963.0,Inside Passage Electric,032-1998,UpperLynnCanal_grid,False,,,3.0,,,
P226,,,Dry Spruce Bay (Creek),AK-OP-150,,"PB Energy, Inc",,,False,,,,,,
P243,,,South Fork Hydro (Eagle River),AK-OP-152,,"South Fork Hydro, LLC",215-1985,Railbelt_grid,False,,,3.0,,,
P245,,,Burnett River Hatchery,AK-OP-154,,SSRAA,,,False,,,,,,
P274,,,Jetty Lake (West Side Hydro),,,,,,False,,,,,,
P275,,,Marathon Hydro,,,,,,False,,,,,,
P276,,,McRoberts Creek,,,,,,False,,,,,,
P277,,,Tin City,,,,,,False,,,,,,
P278,7466.0,331155.0,Klawock,AK-OP-041,18963.0,"Inside Passage Elec Coop, Inc",023-2015,Prince of Wales Is._grid,,,,3.0,55.5530597325654,-133.085426610618,
P279,55982.0,,Chena 6,AK-OP-104,7353.0,Golden Valley Elec Assn Inc,215-1985,Railbelt_grid,,,,3.0,,,
P281,54222.0,,Alyeska Seafoods,AK-OP-161,431.0,Alyeska Seafoods Inc,,,,,,3.0,,,
P282,54888.0,,American President Lines Ltd,AK-OP-162,14313.0,Ounalshka Corp,,,,,,3.0,,,
P283,54883.0,,Bering Star,AK-OP-163,9183.0,Icicle Seafoods Inc,,,,,,3.0,,,
P284,54151.0,,Central Production Facility 1,AK-OP-164,14956.0,Phillips Alaska Inc,,,,,,3.0,,,
P285,54152.0,,Central Production Facility 2,AK-OP-164,14956.0,Phillips Alaska Inc,,,,,,3.0,,,
P286,54153.0,,Central Production Facility 3,AK-OP-164,14956.0,Phillips Alaska Inc,,,,,,3.0,,,
P287,50415.0,,King Cove,AK-OP-165,14852.0,Peter Pan Seafoods,131-0000,King Cove_grid,,,,3.0,,,
P288,54155.0,,Lisburne Production Center,AK-OP-166,1388.0,BP Exploration Alaska,,,,,,3.0,,,
P289,54871.0,,Offshore Systems,AK-OP-168,13972.0,Offshore Systems Inc,,,,,,3.0,,,
P290,54154.0,,Seawater Treatment Plant,AK-OP-169,14811.0,Conoco Phillips Alaska Inc,,,,,,3.0,,,
P293,59037.0,,Hiilangaay Hydro,AK-OP-159,60222.0,"Haida Energy, Inc.",023-2015,Prince of Wales Is._grid,False,,,3.0,,,
P296,,,Ram Valley Hydro,AK-OP-177,,"Ram Valley, LLC",215-1985,Railbelt_grid,False,,,3.0,,,
