census_code,gnis_feature_id,latitude,longitude,name,pce_reporting_id,aea_energy_region_id,aea_energy_region,alaska_native_regional_corporation_id,alaska_native_regional_corporation_name,census_area_id,census_area_census_code,census_area_county_code,census_area_gnis_feature_id,census_area_historical,census_area_name,census_area_notes
13860.0,1866935,57.6319444,-152.1825,Chiniak,,1.0,Kodiak,,,14,99150,150,1419974,False,Kodiak Island Borough,
13890.0,1400321,62.0661111,-142.0408333,Chisana,,,,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
14000.0,1400333,62.5717828,-144.6541704,Chistochina,331070.0,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
14110.0,1400337,61.5158333,-144.4369444,Chitina,331890.0,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
14330.0,1400376,61.5719444,-159.245,Chuathbaluk,332230.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
14440.0,1400378,61.3888889,-149.4819444,Chugiak,,5.0,Railbelt,,,3,99020,20,1416061,False,Anchorage Municipality,
14790.0,1893942,62.9461111,-164.1722222,Chuloonawick,,,,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
14880.0,1400404,65.8255556,-144.0605556,Circle,331900.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
15320.0,1412797,60.2311111,-151.3936111,Clam Gulch,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
15430.0,1400426,58.8441667,-158.5508333,Clark's Point,331910.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
,1400433,64.3361111,-149.1630556,Clear,,5.0,Railbelt,,,6,99068,68,1419988,False,Denali Borough,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682."
16360.0,1669437,56.0138889,-132.8277778,Coffman Cove,331080.0,4.0,Southeast,,,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
16420.0,1412828,60.3686111,-151.3063889,Cohoe,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
16530.0,1418448,55.1858333,-162.7211111,Cold Bay,331980.0,3.0,Aleutians,2.0,Aleut Corporation,1,99013,13,1419964,False,Aleutians East Borough,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643."
16630.0,1412829,67.2563889,-150.1841667,Coldfoot,,,,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
16750.0,1400578,64.8569444,-147.8027778,College,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
17190.0,1421192,60.49,-149.8341667,Cooper Landing,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
17300.0,1400669,61.9769598,-145.3297294,Copper Center,,7.0,Copper River/Chugach,1.0,"Ahtna, Incorporated",25,99261,261,1419984,False,Valdez-Cordova Census Area,
17380.0,1866937,62.0438889,-145.4205556,Copperville,,7.0,Copper River/Chugach,,,25,99261,261,1419984,False,Valdez-Cordova Census Area,
17410.0,1421215,60.5427778,-145.7575,Cordova,331920.0,7.0,Copper River/Chugach,7.0,Chugach Alaska Corporation,25,99261,261,1419984,False,Valdez-Cordova Census Area,
17630.0,1400735,64.895,-163.6763889,Council,,,,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
17670.0,1866938,59.4172222,-136.025,Covenant Life,331120.0,4.0,Southeast,,,9,99100,100,1419970,False,Haines Borough,
17740.0,1421260,55.4763889,-133.1483333,Craig,331090.0,4.0,Southeast,12.0,Sealaska Corporation,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
17850.0,1400824,61.87,-158.1108333,Crooked Creek,332240.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
17960.0,1417059,60.4222222,-149.3666667,Crown Point,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
18030.0,1866940,57.935,-134.7111111,Cube Cove,,,,,,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
18290.0,1866941,70.2055556,-148.5116667,Deadhorse,,11.0,North Slope,,,18,99185,185,1419978,False,North Slope Borough,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986."
18510.0,1412894,66.0755556,-162.7172222,Deering,332060.0,8.0,Northwest Arctic,11.0,"NANA Regional Corporation, Incorporated",19,99188,188,1419979,False,Northwest Arctic Borough,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831."
18620.0,1401104,64.0377778,-145.7322222,Delta Junction,,5.0,Railbelt,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
18675.0,2418552,63.8721715,-145.21773,Deltana,,5.0,Railbelt,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
18925.0,1865549,59.6761111,-151.5575,Diamond Ridge,,5.0,Railbelt,,,12,99122,122,1419972,False,Kenai Peninsula Borough,
18950.0,1401203,59.0397222,-158.4575,Dillingham,332430.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
19060.0,1401213,65.7537652,-168.92315,Diomede,331930.0,9.0,Bering Straits,4.0,Bering Straits Native Corporation,17,99180,180,1419977,False,Nome Census Area,
19720.0,1401364,63.6613889,-144.0644444,Dot Lake,331100.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
19750.0,1865550,63.6508333,-144.0438889,Dot Lake Village,331100.0,6.0,Yukon-Koyukuk/Upper Tanana,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
19830.0,1401374,58.2755556,-134.3925,Douglas,,4.0,Southeast,,,11,99110,110,1419971,False,Juneau City and Borough,
20020.0,1866943,63.6533333,-144.6652778,Dry Creek,,,,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
20270.0,1419726,53.8898,-166.5422,Dutch Harbor,,3.0,Aleutians,,,2,99016,16,1419965,False,Aleutians West Census Area,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125."
20380.0,1401499,64.7880556,-141.2,Eagle,331110.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
20490.0,1401545,61.3213889,-149.5677778,Eagle River,,5.0,Railbelt,,,3,99020,20,1416061,False,Anchorage Municipality,
20600.0,1401553,64.7805556,-141.1136111,Eagle Village,331110.0,6.0,Yukon-Koyukuk/Upper Tanana,,,24,99240,240,1419983,False,Southeast Fairbanks Census Area,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990."
20970.0,1421658,55.9488889,-133.6622222,Edna Bay,,,,,,21,99198,198,1419980,False,Prince of Wales-Hyder Census Area,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613."
21040.0,1401666,60.2188889,-162.0244444,Eek,331290.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,4,99050,50,1419966,False,Bethel Census Area,
21150.0,1401686,58.2155556,-157.3758333,Egegik,331940.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,15,99164,164,1419975,False,Lake and Peninsula Borough,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384."
21370.0,2418568,64.6632652,-147.05442,Eielson AFB,,,,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
21475.0,1401727,61.4580556,-149.3622222,Eklutna,,5.0,Railbelt,8.0,"Cook Inlet Region, Incorporated",3,99020,20,1416061,False,Anchorage Municipality,
21700.0,1401735,58.8035099,-158.5533853,Ekuk,,,,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
21810.0,1401738,59.3497222,-157.4752778,Ekwok,331950.0,10.0,Bristol Bay,5.0,Bristol Bay Native Corporation,7,99070,70,1419968,False,Dillingham Census Area,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384."
22140.0,1401787,58.1944444,-136.3433333,Elfin Cove,331960.0,4.0,Southeast,,,10,33390,105,2371430,False,Hoonah-Angoon Census Area,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1."
22250.0,1401788,64.6175,-162.2605556,Elim,331300.0,9.0,Bering Straits,,,17,99180,180,1419977,False,Nome Census Area,
22910.0,1401837,62.7777778,-164.5230556,Emmonak,331310.0,2.0,Lower Yukon-Kuskokwim,6.0,Calista Corporation,26,99270,158,1419985,False,Kusilvak Census Area,"Formerly known as the Wade Hampton Census Area, FIPS code 270"
23460.0,1397658,64.8472222,-148.0144444,Ester,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
23680.0,1401908,65.1794444,-150.2144444,Eureka,,,,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
23720.0,1401927,61.9386111,-147.1680556,Eureka Roadhouse,,,,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
23790.0,1401936,66.9227778,-151.5080556,Evansville,331060.0,6.0,Yukon-Koyukuk/Upper Tanana,9.0,"Doyon, Limited",29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
23900.0,1401951,58.4213889,-135.4366667,Excursion Inlet,,4.0,Southeast,,,9,99100,100,1419970,False,Haines Borough,
24010.0,1805281,60.526294,-145.6351157,Eyak,331920.0,7.0,Copper River/Chugach,7.0,Chugach Alaska Corporation,25,99261,261,1419984,False,Valdez-Cordova Census Area,
24230.0,1401958,64.8377778,-147.7163889,Fairbanks,,5.0,Railbelt,9.0,"Doyon, Limited",8,99090,90,1419969,False,Fairbanks North Star Borough,
24660.0,1418574,54.8508333,-163.415,False Pass,331970.0,3.0,Aleutians,2.0,Aleut Corporation,1,99013,13,1419964,False,Aleutians East Borough,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643."
24980.0,2582712,64.9061824,-147.695391,Farmers Loop,,5.0,Railbelt,,,8,99090,90,1419969,False,Fairbanks North Star Borough,
25000.0,2418580,61.6389068,-149.14215,Farm Loop,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
25220.0,1866944,63.9277778,-149.1302778,Ferry,,,,,,6,99068,68,1419988,False,Denali Borough,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682."
25550.0,2418582,61.7440172,-149.23613,Fishhook,,5.0,Railbelt,,,16,99170,170,1419976,False,Matanuska-Susitna Borough,
25880.0,1402165,62.4536111,-158.0075,Flat,,,,,,29,99290,290,1419987,False,Yukon-Koyukuk Census Area,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682."
